Image,Method,Model,Category,Label,Precision,Recall
model,arm,mature,mature,0.38095238095238093,0.4
model,claw,mature,mature,0.6,0.3333333333333333
model,tail,mature,mature,0.625,0.625
model,back,mature,mature,0.18181818181818182,0.2857142857142857
model,head,mature,mature,0.18181818181818182,0.2222222222222222
model,body,mature,mature,0.8333333333333334,1.0
graph,arm,mature,mature,0.2857142857142857,0.3
graph,claw,mature,mature,0.6666666666666666,0.375
graph,tail,mature,mature,0.4,0.4
graph,back,mature,mature,0.23529411764705882,0.5714285714285714
graph,head,mature,mature,0.2,0.2222222222222222
graph,body,mature,mature,0.8333333333333334,1.0
model,arm,mature,juvenile,0.41379310344827586,0.6
model,claw,mature,juvenile,0.5,0.2777777777777778
model,tail,mature,juvenile,0.2222222222222222,0.2222222222222222
model,back,mature,juvenile,0.08333333333333333,0.16666666666666666
model,head,mature,juvenile,0.7,0.7
model,body,mature,juvenile,0.6666666666666666,1.0
graph,arm,mature,juvenile,0.38461538461538464,0.5
graph,claw,mature,juvenile,0.375,0.2
graph,tail,mature,juvenile,0.1111111111111111,0.1111111111111111
graph,back,mature,juvenile,0.06666666666666667,0.16666666666666666
graph,head,mature,juvenile,0.4,0.4
graph,body,mature,juvenile,0.7692307692307693,1.0
model,arm,juvenile,mature,0.8,0.6666666666666666
model,claw,juvenile,mature,0.4,0.2222222222222222
model,tail,juvenile,mature,0.8,0.8
model,back,juvenile,mature,0.2,0.25
model,head,juvenile,mature,0.2857142857142857,0.3333333333333333
model,body,juvenile,mature,1.0,1.0
graph,arm,juvenile,mature,0.7777777777777778,0.5833333333333334
graph,claw,juvenile,mature,0.5,0.2857142857142857
graph,tail,juvenile,mature,0.0,0.0
graph,back,juvenile,mature,0.16666666666666666,0.2
graph,head,juvenile,mature,0.2857142857142857,0.3333333333333333
graph,body,juvenile,mature,1.0,1.0
model,arm,juvenile,juvenile,0.9230769230769231,0.6
model,claw,juvenile,juvenile,0.8,0.4444444444444444
model,tail,juvenile,juvenile,1.0,1.0
model,back,juvenile,juvenile,0.5,0.8
model,head,juvenile,juvenile,0.9,0.9
model,body,juvenile,juvenile,1.0,1.0
graph,arm,juvenile,juvenile,1.0,0.7
graph,claw,juvenile,juvenile,1.0,0.5555555555555556
graph,tail,juvenile,juvenile,1.0,1.0
graph,back,juvenile,juvenile,0.5,1.0
graph,head,juvenile,juvenile,0.9,0.9
graph,body,juvenile,juvenile,1.0,1.0
