Image,Method,Model,Category,Precision,Recall
model,mature,mature,0.7222222222222222,0.7027027027027027
graph,mature,mature,0.6710526315789473,0.6891891891891891
model,mature,juvenile,0.6385542168674698,0.7162162162162162
graph,mature,juvenile,0.6463414634146342,0.7162162162162162
model,juvenile,mature,0.7027027027027027,0.35135135135135137
graph,juvenile,mature,0.696969696969697,0.3108108108108108
model,juvenile,juvenile,0.9322033898305084,0.7432432432432432
graph,juvenile,juvenile,0.9827586206896551,0.7702702702702703
