Image,Method,Model,Category,Precision,Recall
model,mature,mature,0.7692307692307693,0.2702702702702703
graph,mature,mature,0.7692307692307693,0.2702702702702703
model,mature,juvenile,0.6938775510204082,0.4594594594594595
graph,mature,juvenile,0.7058823529411765,0.4864864864864865
model,juvenile,mature,0.7083333333333334,0.22972972972972974
graph,juvenile,mature,0.6666666666666666,0.1891891891891892
model,juvenile,juvenile,0.96,0.6486486486486487
graph,juvenile,juvenile,0.9523809523809523,0.5405405405405406
